date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:49:28	1892/1892	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Aug%202020%2017:42:12%20GMT	https://wfgtitle.com/wp-content/uploads/2020/08/icon-myhome2-blue.png	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-content/uploads/2020/08/icon-myhome2-blue.png	(from https://wfgtitle.com/pleasanton-branch/)
08:49:28	9744/9744	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Mar%202021%2020:32:27%20GMT	https://wfgtitle.com/wp-content/uploads/2020/08/icon-assessor@2x.png	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-content/uploads/2020/08/icon-assessor@2x.png	(from https://wfgtitle.com/pleasanton-branch/)
08:49:29	760/760	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Aug%202020%2002:14:21%20GMT	https://wfgtitle.com/wp-content/uploads/2020/08/Icon-documents-blue.png	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-content/uploads/2020/08/Icon-documents-blue.png	(from https://wfgtitle.com/pleasanton-branch/)
08:49:29	715/715	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Nov%202020%2018:06:59%20GMT	https://wfgtitle.com/wp-content/uploads/2020/11/Lender-icon-1.png	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-content/uploads/2020/11/Lender-icon-1.png	(from https://wfgtitle.com/pleasanton-branch/)
08:49:30	42469/42469	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Mar%202023%2021:42:54%20GMT	https://wfgtitle.com/wp-content/uploads/2021/08/MyHome-MTD-web-logo.png	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-content/uploads/2021/08/MyHome-MTD-web-logo.png	(from https://wfgtitle.com/pleasanton-branch/)
08:49:32	601030/601030	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jun%202021%2015:53:27%20GMT	https://wfgtitle.com/wp-content/uploads/2020/05/WFG_Rate_Calculator_preview.png	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-content/uploads/2020/05/WFG_Rate_Calculator_preview.png	(from https://wfgtitle.com/pleasanton-branch/)
08:49:32	29427/29427	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20May%202020%2022:02:39%20GMT	https://wfgtitle.com/wp-content/uploads/2020/04/Updater-logo.jpg	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-content/uploads/2020/04/Updater-logo.jpg	(from https://wfgtitle.com/pleasanton-branch/)
08:49:35	558291/558291	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Aug%202020%2022:08:16%20GMT	https://wfgtitle.com/wp-content/uploads/2020/05/FETCH-social-template-FB-sample.jpg	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-content/uploads/2020/05/FETCH-social-template-FB-sample.jpg	(from https://wfgtitle.com/pleasanton-branch/)
08:49:36	12461/12461	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Nov%202022%2022:27:58%20GMT	https://wfgtitle.com/wp-content/plugins/wfg-blocks/src/assets/images/my-home-logo-hover.png	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-content/plugins/wfg-blocks/src/assets/images/my-home-logo-hover.png	(from https://wfgtitle.com/pleasanton-branch/)
08:49:36	509471/509471	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Nov%202022%2022:27:58%20GMT	https://wfgtitle.com/wp-content/plugins/wfg-blocks/src/assets/images/my-home-main-background-hover.png	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-content/plugins/wfg-blocks/src/assets/images/my-home-main-background-hover.png	(from https://wfgtitle.com/pleasanton-branch/)
08:49:36	545684/545684	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Aug%202020%2015:49:33%20GMT	https://wfgtitle.com/wp-content/uploads/2020/05/iStock-1177384544.jpg	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-content/uploads/2020/05/iStock-1177384544.jpg	(from https://wfgtitle.com/pleasanton-branch/)
08:49:38	120021/120021	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Nov%202020%2016:59:49%20GMT	https://wfgtitle.com/wp-content/uploads/2019/11/Untitled-design-7.png	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-content/uploads/2019/11/Untitled-design-7.png	(from https://wfgtitle.com/pleasanton-branch/)
08:49:39	309822/309822	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Sep%202020%2015:39:34%20GMT	https://wfgtitle.com/wp-content/uploads/2019/11/Pat-Stone-2018-square.png	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-content/uploads/2019/11/Pat-Stone-2018-square.png	(from https://wfgtitle.com/pleasanton-branch/)
08:49:39	78727/78727	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Nov%202020%2017:01:26%20GMT	https://wfgtitle.com/wp-content/uploads/2019/11/Chastity2-e1604595686583.png	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-content/uploads/2019/11/Chastity2-e1604595686583.png	(from https://wfgtitle.com/pleasanton-branch/)
08:49:40	6138/6138	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Apr%202023%2018:46:40%20GMT	https://scontent-atl3-2.xx.fbcdn.net/v/t39.30808-6/339925669_908798410353439_5528777756878407667_n.jpg?stp=dst-jpg_p130x130&_nc_cat=104&ccb=1-7&_nc_sid=730e14&_nc_ohc=R9naugbvlkkAX8HReYo&_nc_ht=scontent-atl3-2.xx&edm=AKK4YLsEAAAA&oh=00_AfAbKzftJLE3-ewdONvpLkv4mH5BR2xfufytkh5MH1dv_A&oe=6432D056	C:/My%20Web%20Sites/escrow/scontent-atl3-2.xx.fbcdn.net/v/t39.30808-6/339925669_908798410353439_5528777756878407667_nf27e.jpg	(from https://wfgtitle.com/pleasanton-branch/)
08:49:42	2957/2957	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Apr%202023%2015:43:49%20GMT	https://scontent-atl3-1.xx.fbcdn.net/v/t15.5256-10/325382322_246368744492714_656506208321508626_n.jpg?stp=dst-jpg_s130x130&_nc_cat=107&ccb=1-7&_nc_sid=ad6a45&_nc_ohc=NqnIP99TAQoAX9c7ugg&_nc_ht=scontent-atl3-1.xx&edm=AKK4YLsEAAAA&oh=00_AfApvyMsLNuM4pyhQxGlxFFUSfG6QzpWMfiOM5-g0XA-4g&oe=643433E7	C:/My%20Web%20Sites/escrow/scontent-atl3-1.xx.fbcdn.net/v/t15.5256-10/325382322_246368744492714_656506208321508626_n62a1.jpg	(from https://wfgtitle.com/pleasanton-branch/)
08:49:42	26695/26695	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Mar%202023%2017:46:08%20GMT	https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-6/339131693_1208472216454103_1307688193645941560_n.png?stp=dst-png_p130x130&_nc_cat=109&ccb=1-7&_nc_sid=9267fe&_nc_ohc=Vur6TNp6efIAX-dIJ71&_nc_ht=scontent-atl3-1.xx&edm=AKK4YLsEAAAA&oh=00_AfCeV1i8oxiGHG1ZyTSC3MvhFBje7o1hrvM9gvwsVSudQw&oe=6434A25A	C:/My%20Web%20Sites/escrow/scontent-atl3-1.xx.fbcdn.net/v/t39.30808-6/339131693_1208472216454103_1307688193645941560_n6b32.png	(from https://wfgtitle.com/pleasanton-branch/)
08:49:42	1090116/1090116	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Nov%202020%2021:27:43%20GMT	https://wfgtitle.com/wp-content/uploads/2019/11/Hilda-Castillo.png	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-content/uploads/2019/11/Hilda-Castillo.png	(from https://wfgtitle.com/pleasanton-branch/)
08:49:43	23173/23173	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Mar%202023%2017:12:43%20GMT	https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-6/336524430_260975762939481_6734862809726387156_n.png?stp=dst-png_p130x130&_nc_cat=107&ccb=1-7&_nc_sid=9267fe&_nc_ohc=SvrRHvrDO6IAX_aIQX0&_nc_ht=scontent-atl3-1.xx&edm=AKK4YLsEAAAA&oh=00_AfDL50p85tceQGVuZrFTic3E114rpplRTvc24g-7hXIpQA&oe=643302BA	C:/My%20Web%20Sites/escrow/scontent-atl3-1.xx.fbcdn.net/v/t39.30808-6/336524430_260975762939481_6734862809726387156_n60af.png	(from https://wfgtitle.com/pleasanton-branch/)
08:49:51	9813/9813	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2021%20Nov%202022%2022:27:57%20GMT	https://wfgtitle.com/wp-content/plugins/autoptimize/classes/external/js/lazysizes.min.js?ao_version=3.1.2	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-content/plugins/autoptimize/classes/external/js/lazysizes.min7edb.js	(from https://wfgtitle.com/pleasanton-branch/)
08:49:51	309283/309283	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Nov%202022%2022:46:07%20GMT	https://wfgtitle.com/wp-content/uploads/2022/11/MBANOW-pic-10-26-2020-1-scaled.jpg	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-content/uploads/2022/11/MBANOW-pic-10-26-2020-1-scaled.jpg	(from https://wfgtitle.com/pleasanton-branch/)
08:49:52	6406/6406	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Oct%202022%2021:48:12%20GMT	https://wfgtitle.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.7	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-includes/js/dist/vendor/regenerator-runtime.minb36a.js	(from https://wfgtitle.com/pleasanton-branch/)
08:49:52	16470/16470	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Oct%202022%2021:48:12%20GMT	https://wfgtitle.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://wfgtitle.com/pleasanton-branch/)
08:49:53	1257/1257	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Oct%202022%2021:48:12%20GMT	https://wfgtitle.com/wp-includes/js/dist/dom-ready.min.js?ver=71883072590656bf22c74c7b887df3dd	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-includes/js/dist/dom-ready.min7354.js	(from https://wfgtitle.com/pleasanton-branch/)
08:49:53	5440/5440	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Oct%202022%2021:48:12%20GMT	https://wfgtitle.com/wp-includes/js/dist/hooks.min.js?ver=a7edae857aab69d69fa10d5aef23a5de	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-includes/js/dist/hooks.mine16b.js	(from https://wfgtitle.com/pleasanton-branch/)
08:49:54	9866/9866	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Oct%202022%2021:48:12%20GMT	https://wfgtitle.com/wp-includes/js/dist/i18n.min.js?ver=5f1269854226b4dd90450db411a12b79	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-includes/js/dist/i18n.min71a7.js	(from https://wfgtitle.com/pleasanton-branch/)
08:49:54	3009/3009	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Oct%202022%2021:48:12%20GMT	https://wfgtitle.com/wp-includes/js/dist/a11y.min.js?ver=0ac8327cc1c40dcfdf29716affd7ac63	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-includes/js/dist/a11y.minac6e.js	(from https://wfgtitle.com/pleasanton-branch/)
08:49:56	884/884	---MC-	200	added ('OK')	text/javascript	date:Thu,%2006%20Apr%202023%2014:49:56%20GMT	https://www.google.com/recaptcha/api.js?render=6LexwdoUAAAAAE4yRdLADbDHOqOTTl9-uwhzB_7D&ver=3.0	C:/My%20Web%20Sites/escrow/www.google.com/recaptcha/api3430.js	(from https://wfgtitle.com/pleasanton-branch/)
08:49:57	1571322/1571322	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202023%2002:41:18%20GMT	https://wfgtitle.com/wp-content/cache/autoptimize/js/autoptimize_d16d976b4ed6a81bac124b644b5cf1cd.js	C:/My%20Web%20Sites/escrow/wfgtitle.com/wp-content/cache/autoptimize/js/autoptimize_d16d976b4ed6a81bac124b644b5cf1cd.js	(from https://wfgtitle.com/pleasanton-branch/)
08:49:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Apr%202023%2014:49:58%20GMT	https://wfgtitle.com/pleasanton-branch/c	C:/My%20Web%20Sites/escrow/wfgtitle.com/pleasanton-branch/c.2d.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
08:49:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Apr%202023%2014:49:59%20GMT	https://wfgtitle.com/pleasanton-branch/b	C:/My%20Web%20Sites/escrow/wfgtitle.com/pleasanton-branch/b	(from https://connect.facebook.net/en_US/fbevents.js)
08:50:01	46371/46371	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2006%20Apr%202023%2014:49:59%20GMT	https://wfgtitle.com/pleasanton-branch/POST	C:/My%20Web%20Sites/escrow/wfgtitle.com/pleasanton-branch/POST	(from https://connect.facebook.net/en_US/fbevents.js)
